manv,hoten,phai,ngsinh,cmnd,que,sdt,cstyt,vaitro,chuyenkhoa,matkhau
NV001796,Lac Thu Thuong,1,10/18/1960,79301001796,Dien Bien,598411526,CS000025,Nghien cuu,KH000018,NV001796
NV001797,Vo Phu Xuong,0,10/21/1966,79301001797,Nghe An,983665034,CS000025,Nghien cuu,KH000004,NV001797
NV001798,Quach Huy Lang,0,5/30/1955,79301001798,Lang Son,854045256,CS000025,Nghien cuu,KH000017,NV001798
NV001799,Quach Ngoc Binh,0,10/21/1972,79301001799,Lai Chau,798372205,CS000025,Nghien cuu,KH000018,NV001799
NV001800,Quach Thi Pham,1,2/18/1987,79301001800,Tra Vinh,320666578,CS000025,Nghien cuu,KH000008,NV001800
NV001801,Chung Ba Tho,0,4/28/1959,79301001801,Lang Son,818110440,CS000025,Nghien cuu,KH000022,NV001801
NV001802,Khuong Duc Chu,1,8/5/1976,79301001802,Bac Lieu,843224512,CS000025,Nghien cuu,KH000006,NV001802
NV001803,Sam Dai Manh,0,8/1/1973,79301001803,Ha Nam,561765428,CS000025,Nghien cuu,KH000022,NV001803
NV001804,Chung Dieu Au,1,8/24/1953,79301001804,Ha Noi,942338737,CS000025,Nghien cuu,KH000017,NV001804
NV001805,Phan Vuong Bang,1,1/14/1984,79301001805,Ha Giang,781308201,CS000025,Nghien cuu,KH000005,NV001805
NV001806,Binh Dieu Sang,0,4/24/1967,79301001806,Tien Giang,820635234,CS000026,Nghien cuu,KH000006,NV001806
NV001807,Ngo Mai Phuc,0,8/11/1994,79301001807,Ninh Binh,364660248,CS000026,Nghien cuu,KH000012,NV001807
NV001808,Quang Hoang An,1,9/26/2000,79301001808,Quang Ngai,885812816,CS000026,Nghien cuu,KH000017,NV001808
NV001809,Ho Ba Phuc,0,10/27/1980,79301001809,Soc Trang,894338371,CS000026,Nghien cuu,KH000009,NV001809
NV001810,Dang Thong Huyen,1,9/20/1975,79301001810,Gia Lai,700884700,CS000026,Nghien cuu,KH000014,NV001810
NV001811,Pham Van Pham,1,10/28/1956,79301001811,Cao Bang,884323083,CS000026,Nghien cuu,KH000011,NV001811
NV001812,Bach Vuong Nguyet,0,11/4/1976,79301001812,Vinh Long,824006411,CS000026,Nghien cuu,KH000011,NV001812
NV001813,Ngo Vuong Huong,1,5/10/1992,79301001813,Kien Giang,322632254,CS000026,Nghien cuu,KH000007,NV001813
NV001814,Khuong Huy Hanh,0,10/13/1994,79301001814,Quang Ninh,812718482,CS000026,Nghien cuu,KH000020,NV001814
NV001815,Trung Quang Nhiem,0,9/19/1986,79301001815,Kon Tum,814408021,CS000026,Nghien cuu,KH000016,NV001815
NV001816,Phi Dieu Quoc,1,11/11/1991,79301001816,Bac Ninh,812264837,CS000026,Nghien cuu,KH000002,NV001816
NV001817,Bui Quo Hiep,1,11/9/1976,79301001817,Kon Tum,593468178,CS000026,Nghien cuu,KH000007,NV001817
NV001818,Nguyen  The An,1,7/3/1955,79301001818,Son La,766830636,CS000026,Nghien cuu,KH000016,NV001818
NV001819,Huong Trong Cong,0,9/23/1973,79301001819,Binh Phuoc,810870728,CS000026,Nghien cuu,KH000017,NV001819
NV001820,Khuong Tan Phi,1,11/4/1952,79301001820,Bac Giang,947064587,CS000026,Nghien cuu,KH000008,NV001820
NV001821,Sam Kim Son,0,8/18/1965,79301001821,Ninh Binh,580271376,CS000026,Nghien cuu,KH000004,NV001821
NV001822,Binh Duc Luyen,0,12/2/1977,79301001822,Cao Bang,777504141,CS000026,Nghien cuu,KH000025,NV001822
NV001823,Lanh Dinh Loan,1,8/17/1961,79301001823,Can Tho,322301711,CS000026,Nghien cuu,KH000013,NV001823
NV001824,Hua Trong Luong,1,3/27/1981,79301001824,Tuyen Quang,934474254,CS000026,Nghien cuu,KH000010,NV001824
NV001825,Lanh Ba Luan,1,6/28/2000,79301001825,Can Tho,908387717,CS000026,Nghien cuu,KH000024,NV001825
NV001826,Chung Tan Ban,0,1/28/1956,79301001826,Khanh Hoa,922036701,CS000026,Nghien cuu,KH000012,NV001826
NV001827,Phi Hieu Dao,1,1/27/1999,79301001827,Lai Chau,348005272,CS000026,Nghien cuu,KH000018,NV001827
NV001828,Huong Hong Nham,0,1/15/1974,79301001828,Thai Binh,971510252,CS000026,Nghien cuu,KH000002,NV001828
NV001829,Pham Mai Luyen,1,10/14/1982,79301001829,Ninh Thuan,900822314,CS000026,Nghien cuu,KH000014,NV001829
NV001830,Ho Dang Thuan,0,5/23/1983,79301001830,Ba Ria-Vung Tau,812260156,CS000026,Nghien cuu,KH000001,NV001830
NV001831,Ngo Van Chu,1,12/27/1982,79301001831,Ben Tre,892453504,CS000026,Nghien cuu,KH000018,NV001831
NV001832,Dang Nhu Quyen,0,10/23/1993,79301001832,Cao Bang,886850372,CS000026,Nghien cuu,KH000007,NV001832
NV001833,Nguyen  Ha Niem,0,7/3/1977,79301001833,Dak Nong,704200827,CS000026,Nghien cuu,KH000018,NV001833
NV001834,Binh Minh Sinh,0,12/1/1957,79301001834,Bac Lieu,370248651,CS000026,Nghien cuu,KH000009,NV001834
NV001835,Bach Dang Vinh,0,7/5/1954,79301001835,Quang Ninh,345458545,CS000026,Nghien cuu,KH000008,NV001835
NV001836,Lac Van Chuc,0,12/14/1983,79301001836,Dong Thap,376132435,CS000026,Nghien cuu,KH000003,NV001836
NV001837,Ho Duy Manh,0,1/23/1988,79301001837,Bac Ninh,852023157,CS000026,Nghien cuu,KH000020,NV001837
NV001838,Huynh Anh Lam,0,5/1/1959,79301001838,Nam Dinh,825316231,CS000026,Nghien cuu,KH000022,NV001838
NV001839,La Hieu Cung,1,7/6/1999,79301001839,Khanh Hoa,810547448,CS000026,Nghien cuu,KH000008,NV001839
NV001840,Cong Quang Cong,1,9/7/1955,79301001840,Long An,706678258,CS000026,Nghien cuu,KH000019,NV001840
NV001841,Phung Hung Thinh,0,8/1/1979,79301001841,Nghe An,902852761,CS000026,Nghien cuu,KH000016,NV001841
NV001842,Chung Duy Chinh,0,6/2/1979,79301001842,Dak Lak,377685487,CS000026,Nghien cuu,KH000022,NV001842
NV001843,Lanh Thanh Uyen,1,9/22/1989,79301001843,Lao Cai,900103486,CS000026,Nghien cuu,KH000011,NV001843
NV001844,Vu Hung Nga,1,12/11/1975,79301001844,Hoa Binh,948181233,CS000026,Nghien cuu,KH000020,NV001844
NV001845,Thinh Dang Cung,0,2/21/1997,79301001845,Son La,903711236,CS000026,Nghien cuu,KH000005,NV001845
NV001846,Trung Dieu Phuc,0,10/7/1958,79301001846,An Giang,766657447,CS000026,Nghien cuu,KH000013,NV001846
NV001847,Quang Thong Huy,0,3/3/1989,79301001847,Thai Nguyen,351012080,CS000026,Nghien cuu,KH000023,NV001847
NV001848,Hua Dang Chanh,0,7/22/1961,79301001848,Hung Yen,990133075,CS000026,Nghien cuu,KH000022,NV001848
NV001849,Huynh Ha Khoi,0,11/10/1985,79301001849,Bac Ninh,855042330,CS000026,Nghien cuu,KH000004,NV001849
NV001850,Phan Minh Lam,0,2/15/1963,79301001850,Dak Lak,357866468,CS000026,Nghien cuu,KH000003,NV001850
NV001851,Vo Huy Phuc,0,5/18/1984,79301001851,Bac Giang,985243725,CS000026,Nghien cuu,KH000001,NV001851
NV001852,Ngo Trong Hanh,0,2/25/1974,79301001852,Can Tho,844282486,CS000026,Nghien cuu,KH000010,NV001852
NV001853,Vo Ha Vuong,0,7/9/1986,79301001853,Ninh Thuan,760448022,CS000026,Nghien cuu,KH000025,NV001853
NV001854,Quang Quo Nhiem,1,9/10/1998,79301001854,Phu Yen,762561750,CS000026,Nghien cuu,KH000007,NV001854
NV001855,Bui Thai Khuong,1,7/1/1992,79301001855,Dien Bien,936482603,CS000026,Nghien cuu,KH000006,NV001855
NV001856,Phung Thai Hanh,1,5/19/1980,79301001856,Ha Nam,377865588,CS000027,Nghien cuu,KH000017,NV001856
NV001857,Chung The Chi,1,7/22/1970,79301001857,Binh Duong,976122456,CS000027,Nghien cuu,KH000019,NV001857
NV001858,Vu Nhu Hien,0,7/20/1994,79301001858,Kien Giang,703752282,CS000027,Nghien cuu,KH000018,NV001858
NV001859,Lac Xuan Chau,1,3/14/1953,79301001859,Tien Giang,792364806,CS000027,Nghien cuu,KH000011,NV001859
NV001860,Phung Mai Lam,1,11/15/1988,79301001860,Lai Chau,766230228,CS000027,Nghien cuu,KH000013,NV001860
NV001861,Tran Vuong Quyen,1,7/29/1997,79301001861,Gia Lai,786688147,CS000027,Nghien cuu,KH000015,NV001861
NV001862,Binh Tan Huyen,1,9/9/1975,79301001862,Khanh Hoa,377020334,CS000027,Nghien cuu,KH000021,NV001862
NV001863,Phi Viet Xuyen,0,10/2/1995,79301001863,Ha Noi,582373073,CS000027,Nghien cuu,KH000007,NV001863
NV001864,Vo Duy Phi,1,4/7/1965,79301001864,Yen Bai,894543435,CS000027,Nghien cuu,KH000023,NV001864
NV001865,Bui Kim Hien,1,4/24/1986,79301001865,Tuyen Quang,966441136,CS000027,Nghien cuu,KH000001,NV001865
NV001866,Ly Duy Phe,1,9/18/1960,79301001866,Bac Ninh,933187215,CS000027,Nghien cuu,KH000018,NV001866
NV001867,Binh The Hai,1,10/11/1990,79301001867,Khanh Hoa,903275701,CS000027,Nghien cuu,KH000005,NV001867
NV001868,Phan Gia Nga,1,8/19/1960,79301001868,Da Nang,325862750,CS000027,Nghien cuu,KH000017,NV001868
NV001869,Bui Tan Huong,1,2/9/1980,79301001869,Dak Lak,911744461,CS000027,Nghien cuu,KH000006,NV001869
NV001870,Trung Duc Pham,1,3/18/1964,79301001870,Bac Lieu,382081447,CS000027,Nghien cuu,KH000024,NV001870
NV001871,Chu Ba Lam,1,9/9/1953,79301001871,Quang Nam,978580056,CS000027,Nghien cuu,KH000007,NV001871
NV001872,Quang Hung Ai,0,1/5/1990,79301001872,Bac Lieu,971328184,CS000027,Nghien cuu,KH000018,NV001872
NV001873,Phan The Nhiem,0,7/16/2000,79301001873,Long An,813864722,CS000027,Nghien cuu,KH000012,NV001873
NV001874,Ho Trong Dung,0,2/13/1954,79301001874,Ninh Binh,786550204,CS000027,Nghien cuu,KH000019,NV001874
NV001875,Cong Dinh Yen,0,10/4/1994,79301001875,Lam Dong,913231125,CS000027,Nghien cuu,KH000020,NV001875
NV001876,Hoang An Dao,1,8/16/1961,79301001876,Son La,930618116,CS000027,Nghien cuu,KH000011,NV001876
NV001877,Chung Thi Son,1,1/28/1973,79301001877,Lam Dong,840525368,CS000027,Nghien cuu,KH000020,NV001877
NV001878,Huynh Kim Nam,0,2/5/1955,79301001878,Tay Ninh,787051721,CS000027,Nghien cuu,KH000016,NV001878
NV001879,Thinh Viet Quang,0,12/19/1997,79301001879,Vinh Long,835084175,CS000027,Nghien cuu,KH000024,NV001879
NV001880,Phung Hieu Chi,0,1/30/1999,79301001880,Dak Lak,704021631,CS000027,Nghien cuu,KH000003,NV001880
NV001881,Quach Trong Thy,1,3/30/1968,79301001881,Tien Giang,786203785,CS000027,Nghien cuu,KH000005,NV001881
NV001882,Phuong Ngoc Va,0,9/8/1996,79301001882,Thai Binh,854564467,CS000027,Nghien cuu,KH000023,NV001882
NV001883,Truon Xuan Vuong,0,6/5/1997,79301001883,Kon Tum,337711356,CS000027,Nghien cuu,KH000006,NV001883
NV001884,Huynh Thanh Minh,1,9/1/1970,79301001884,Quang Ninh,888010518,CS000027,Nghien cuu,KH000015,NV001884
NV001885,Quan Dieu Pham,1,7/3/1996,79301001885,Yen Bai,937240646,CS000027,Nghien cuu,KH000015,NV001885
NV001886,Bach Thai Nga,0,10/5/1999,79301001886,Lang Son,832306254,CS000027,Nghien cuu,KH000004,NV001886
NV001887,La Hoang Quang,1,12/11/1950,79301001887,Hung Yen,854748856,CS000027,Nghien cuu,KH000019,NV001887
NV001888,Cong Thanh Cat,0,2/2/1952,79301001888,Dien Bien,760371427,CS000027,Nghien cuu,KH000008,NV001888
NV001889,Cong Mai Bich,0,3/19/1952,79301001889,Quang Ninh,852224147,CS000027,Nghien cuu,KH000015,NV001889
NV001890,Ly Thanh Thinh,1,11/27/1982,79301001890,Binh Duong,325168158,CS000027,Nghien cuu,KH000006,NV001890
NV001891,Duong Minh Cuong,1,8/5/1969,79301001891,Dak Lak,937386138,CS000027,Nghien cuu,KH000005,NV001891
NV001892,Ho Thong Thi,1,7/3/1988,79301001892,Quang Tri,766202604,CS000027,Nghien cuu,KH000022,NV001892
NV001893,Phi Nhu Ban,1,9/9/1985,79301001893,Cao Bang,971650027,CS000027,Nghien cuu,KH000022,NV001893
NV001894,Ho Vuong Khanh,0,11/13/1986,79301001894,Phu Yen,836107116,CS000027,Nghien cuu,KH000001,NV001894
NV001895,Tran Ngoc Uyen,0,12/16/1964,79301001895,Dien Bien,984624684,CS000027,Nghien cuu,KH000019,NV001895
NV001896,Phuong Quo Xuong,1,6/4/1999,79301001896,Khanh Hoa,323215408,CS000027,Nghien cuu,KH000020,NV001896
NV001897,Lang Thai Phi,1,6/19/1959,79301001897,Hung Yen,856331105,CS000027,Nghien cuu,KH000001,NV001897
NV001898,Dang Anh Au,0,5/10/1994,79301001898,Hai Duong,370565021,CS000027,Nghien cuu,KH000012,NV001898
NV001899,Le  Ngoc Huong,0,6/1/1991,79301001899,Ninh Thuan,967737768,CS000027,Nghien cuu,KH000023,NV001899
NV001900,Quach Hoang Khoi,1,6/14/1974,79301001900,Ha Giang,898407237,CS000027,Nghien cuu,KH000020,NV001900
NV001901,Bach Van Khuong,0,9/11/1995,79301001901,Ba Ria-Vung Tau,946521531,CS000027,Nghien cuu,KH000024,NV001901
NV001902,Vu Hong Manh,1,3/10/1977,79301001902,Da Nang,990577055,CS000027,Nghien cuu,KH000007,NV001902
NV001903,Ly Xuan Dung,1,5/25/1991,79301001903,Son La,791571843,CS000027,Nghien cuu,KH000024,NV001903
NV001904,Phan Quo Huyen,0,10/19/1962,79301001904,Dak Lak,761452175,CS000027,Nghien cuu,KH000008,NV001904
NV001905,Truon Xuan Khoa,1,8/27/1996,79301001905,Khanh Hoa,937846234,CS000027,Nghien cuu,KH000015,NV001905
NV001906,Hoang Vuong Hong,1,10/21/1979,79301001906,Hau Giang,903375347,CS000028,Nghien cuu,KH000022,NV001906
NV001907,Chu Duc Cat,0,1/6/1951,79301001907,Ha Nam,858754803,CS000028,Nghien cuu,KH000006,NV001907
NV001908,Huynh Mai Xuong,0,9/22/1951,79301001908,Dien Bien,771835278,CS000028,Nghien cuu,KH000014,NV001908
NV001909,Tran Duy Quynh,1,12/30/1969,79301001909,Lam Dong,915213335,CS000028,Nghien cuu,KH000019,NV001909
NV001910,Chu Van Cuong,1,10/4/1988,79301001910,Tuyen Quang,814233156,CS000028,Nghien cuu,KH000010,NV001910
NV001911,Lang Hoang Phuong,1,1/27/1957,79301001911,Tay Ninh,993606708,CS000028,Nghien cuu,KH000001,NV001911
NV001912,Hoang Thong Khanh,1,10/5/1972,79301001912,Ninh Thuan,586368384,CS000028,Nghien cuu,KH000011,NV001912
NV001913,Duong Hoang Sang,1,1/29/1958,79301001913,Ninh Binh,585507878,CS000028,Nghien cuu,KH000001,NV001913
NV001914,Khuong Ha Dao,0,12/6/1958,79301001914,Bac Kan,351372542,CS000028,Nghien cuu,KH000020,NV001914
NV001915,Vo Minh Kien,1,2/8/1977,79301001915,Dong Thap,865070887,CS000028,Nghien cuu,KH000012,NV001915
NV001916,Lac Ngoc Chanh,0,8/13/1984,79301001916,Nam Dinh,568223745,CS000028,Nghien cuu,KH000024,NV001916
NV001917,Quan Thi Huong,0,7/14/1997,79301001917,Kon Tum,963766282,CS000028,Nghien cuu,KH000022,NV001917
NV001918,Vo Van Chanh,0,1/19/1979,79301001918,Bac Kan,376808526,CS000028,Nghien cuu,KH000012,NV001918
NV001919,Chung Dinh Xuyen,1,9/10/1971,79301001919,Nam Dinh,373010575,CS000028,Nghien cuu,KH000025,NV001919
NV001920,La Thanh Chuc,1,6/14/1970,79301001920,Ha Tinh,366662331,CS000028,Nghien cuu,KH000021,NV001920
NV001921,Bach An Dung,0,1/19/1992,79301001921,Gia Lai,391431273,CS000028,Nghien cuu,KH000009,NV001921
NV001922,Hua Ngoc Loan,1,7/23/1962,79301001922,Dien Bien,357227130,CS000028,Nghien cuu,KH000022,NV001922
NV001923,Phan Anh Thoa,0,8/1/1970,79301001923,Binh Duong,916253072,CS000028,Nghien cuu,KH000023,NV001923
NV001924,Le  Hoang Lieu,0,11/3/1974,79301001924,Thua Thien-Hue,832570761,CS000028,Nghien cuu,KH000008,NV001924
NV001925,Nguyen  Minh Ba,1,11/21/2000,79301001925,Ninh Binh,853575547,CS000028,Nghien cuu,KH000006,NV001925
NV001926,Huong Quang Nhiem,1,8/27/1988,79301001926,Ba Ria-Vung Tau,560270111,CS000028,Nghien cuu,KH000011,NV001926
NV001927,Pham Thi Xuong,0,5/23/1990,79301001927,Bac Giang,832683102,CS000028,Nghien cuu,KH000020,NV001927
NV001928,La Hieu Thi,1,9/18/1963,79301001928,Da Nang,981346050,CS000028,Nghien cuu,KH000016,NV001928
NV001929,Chau Ngoc Uyen,1,12/14/1990,79301001929,Ha Nam,783241374,CS000028,Nghien cuu,KH000014,NV001929
NV001930,Le  Phu Luyen,0,9/28/1990,79301001930,Long An,821421160,CS000028,Nghien cuu,KH000020,NV001930
NV001931,Cong Anh Thuan,1,7/20/1990,79301001931,Son La,786722057,CS000028,Nghien cuu,KH000020,NV001931
NV001932,Sam An Huong,1,10/7/1965,79301001932,Can Tho,780716132,CS000028,Nghien cuu,KH000012,NV001932
NV001933,Vu Quo Lieu,0,2/21/1963,79301001933,Hung Yen,838838866,CS000028,Nghien cuu,KH000003,NV001933
NV001934,Ho Hung Sinh,0,7/24/1998,79301001934,Lang Son,337123542,CS000028,Nghien cuu,KH000024,NV001934
NV001935,Ly Hong Cung,1,6/7/1966,79301001935,Dong Nai,864308515,CS000028,Nghien cuu,KH000018,NV001935
NV001936,Sam Quo Bich,1,5/19/1984,79301001936,Binh Phuoc,367302310,CS000028,Nghien cuu,KH000008,NV001936
NV001937,Chu Van Pham,1,2/20/1992,79301001937,Son La,921677726,CS000028,Nghien cuu,KH000006,NV001937
NV001938,Phi The Huong,0,11/21/1985,79301001938,Nam Dinh,364071358,CS000028,Nghien cuu,KH000025,NV001938
NV001939,Le  Quang Thinh,1,10/16/1970,79301001939,Nghe An,784828162,CS000028,Nghien cuu,KH000006,NV001939
NV001940,Duong Thai Chi,0,2/16/1964,79301001940,Lam Dong,810041722,CS000028,Nghien cuu,KH000022,NV001940
NV001941,Vu An Cat,1,3/18/1976,79301001941,Quang Nam,933880745,CS000028,Nghien cuu,KH000009,NV001941
NV001942,Hinh Thai Ban,1,9/22/1951,79301001942,Lang Son,963681434,CS000028,Nghien cuu,KH000017,NV001942
NV001943,Binh Ha Manh,0,2/25/1955,79301001943,Hau Giang,562332327,CS000028,Nghien cuu,KH000007,NV001943
NV001944,Vu Minh Niem,0,1/29/1971,79301001944,Thua Thien-Hue,998280280,CS000028,Nghien cuu,KH000009,NV001944
NV001945,Quang Thu Danh,1,8/4/1955,79301001945,Quang Ninh,984212505,CS000028,Nghien cuu,KH000013,NV001945
NV001946,Duong Xuan Nguyet,0,12/27/1962,79301001946,Tien Giang,588756870,CS000028,Nghien cuu,KH000016,NV001946
NV001947,Vu Vuong Lang,0,6/21/1963,79301001947,Thai Binh,795352328,CS000028,Nghien cuu,KH000023,NV001947
NV001948,Binh Nhu Huy,1,4/17/1964,79301001948,Ben Tre,833222231,CS000028,Nghien cuu,KH000015,NV001948
NV001949,Vu Duc Thu,1,11/20/1993,79301001949,Son La,813584300,CS000028,Nghien cuu,KH000018,NV001949
NV001950,Duong Anh Khanh,0,6/20/2000,79301001950,Phu Yen,862100181,CS000028,Nghien cuu,KH000019,NV001950
NV001951,Quang Hoang Huyen,1,4/18/1989,79301001951,Dak Lak,891482754,CS000028,Nghien cuu,KH000002,NV001951
NV001952,Binh Thanh Huy,1,3/5/1970,79301001952,Phu Yen,592241765,CS000028,Nghien cuu,KH000017,NV001952
NV001953,Cong Ba Quyen,0,5/20/1955,79301001953,Thai Nguyen,991064833,CS000028,Nghien cuu,KH000004,NV001953
NV001954,Phuong Minh An,1,4/5/1950,79301001954,Phu Tho,352521862,CS000028,Nghien cuu,KH000021,NV001954
NV001955,Quan Dai Phong,1,8/15/1962,79301001955,Bac Giang,367428241,CS000028,Nghien cuu,KH000006,NV001955
NV001956,Hinh Gia Quang,0,1/30/1982,79301001956,Dong Thap,771273367,CS000029,Nghien cuu,KH000003,NV001956
NV001957,Hinh Hoang Manh,1,12/14/1957,79301001957,Quang Ngai,974880533,CS000029,Nghien cuu,KH000009,NV001957
NV001958,Sam Minh Danh,1,2/6/1994,79301001958,Vinh Long,991657855,CS000029,Nghien cuu,KH000020,NV001958
NV001959,Phan Ngoc Phe,1,1/29/1991,79301001959,Bac Kan,994202778,CS000029,Nghien cuu,KH000004,NV001959
NV001960,La Thanh Khoa,1,10/11/1996,79301001960,Kien Giang,394568605,CS000029,Nghien cuu,KH000011,NV001960
NV001961,La Ba Va,1,6/12/1984,79301001961,Quang Nam,370626078,CS000029,Nghien cuu,KH000013,NV001961
NV001962,Hoang Xuan Niem,0,11/15/1974,79301001962,Binh Duong,762405247,CS000029,Nghien cuu,KH000015,NV001962
NV001963,Dang Duc Sang,1,12/17/1962,79301001963,Dien Bien,776081880,CS000029,Nghien cuu,KH000020,NV001963
NV001964,Nguyen  Ba Lieu,0,3/22/1998,79301001964,An Giang,371406253,CS000029,Nghien cuu,KH000014,NV001964
NV001965,Lac Hong Nguyen,1,6/14/1967,79301001965,Lam Dong,386683877,CS000029,Nghien cuu,KH000008,NV001965
NV001966,Bui Anh Vy,0,10/23/1965,79301001966,Ha Giang,336168547,CS000029,Nghien cuu,KH000018,NV001966
NV001967,Thinh Duy Kiet,1,9/10/1982,79301001967,Hoa Binh,855327087,CS000029,Nghien cuu,KH000006,NV001967
NV001968,Quang Xuan Song,0,4/23/1984,79301001968,Binh Duong,892474360,CS000029,Nghien cuu,KH000023,NV001968
NV001969,Cong Hung Huyen,1,8/11/1957,79301001969,Quang Binh,323024002,CS000029,Nghien cuu,KH000019,NV001969
NV001970,Tran Thanh Nghiem,0,5/3/1996,79301001970,Binh Phuoc,773545664,CS000029,Nghien cuu,KH000008,NV001970
NV001971,Duong Thi Cung,0,7/14/1996,79301001971,Tien Giang,566513152,CS000029,Nghien cuu,KH000002,NV001971
NV001972,Phi Thi Au,0,7/23/1965,79301001972,Vinh Phuc,883203427,CS000029,Nghien cuu,KH000007,NV001972
NV001973,Chu Thu Lang,1,7/1/1965,79301001973,Nghe An,994124077,CS000029,Nghien cuu,KH000021,NV001973
NV001974,Thinh Hoang Dung,0,1/27/1982,79301001974,Thanh Hoa,773874881,CS000029,Nghien cuu,KH000018,NV001974
NV001975,Bach Thai Long,0,8/13/1963,79301001975,Hoa Binh,354117442,CS000029,Nghien cuu,KH000004,NV001975
NV001976,Chu Van Phuong,1,11/24/1980,79301001976,An Giang,700184631,CS000029,Nghien cuu,KH000023,NV001976
NV001977,Pham Trong Pham,0,11/23/1996,79301001977,Quang Ninh,892508076,CS000029,Nghien cuu,KH000013,NV001977
NV001978,Huong Nhu Ban,0,11/10/1959,79301001978,Vinh Long,830583720,CS000029,Nghien cuu,KH000011,NV001978
NV001979,Quang Thi Bang,0,11/23/1973,79301001979,Bac Giang,897132220,CS000029,Nghien cuu,KH000016,NV001979
NV001980,Vo Vuong Danh,1,7/18/1979,79301001980,Quang Ngai,795240542,CS000029,Nghien cuu,KH000007,NV001980
NV001981,Quang Mai Hue,1,3/17/1954,79301001981,Quang Nam,887642748,CS000029,Nghien cuu,KH000002,NV001981
NV001982,Trung The Lang,1,2/17/1972,79301001982,Thanh Hoa,810321507,CS000029,Nghien cuu,KH000015,NV001982
NV001983,Truon Hong Quynh,0,11/8/1974,79301001983,Binh Dinh,913818341,CS000029,Nghien cuu,KH000019,NV001983
NV001984,Bach Thanh Yen,1,10/4/1982,79301001984,Thai Binh,358262142,CS000029,Nghien cuu,KH000021,NV001984
NV001985,Thinh Dai Xuyen,1,4/1/1959,79301001985,An Giang,794535655,CS000029,Nghien cuu,KH000014,NV001985
NV001986,Nguyen  Xuan Luong,1,4/19/1999,79301001986,Dak Nong,321022840,CS000029,Nghien cuu,KH000012,NV001986
NV001987,Dang Thanh Lieu,0,2/7/1993,79301001987,Thanh Hoa,837066858,CS000029,Nghien cuu,KH000017,NV001987
NV001988,Sam Thu Kien,1,5/22/1991,79301001988,Quang Nam,586450205,CS000029,Nghien cuu,KH000003,NV001988
NV001989,Duong Duc Ban,0,4/17/2000,79301001989,Quang Binh,817701162,CS000029,Nghien cuu,KH000005,NV001989
NV001990,Phung Quo Hai,0,9/25/1987,79301001990,Gia Lai,337335060,CS000029,Nghien cuu,KH000002,NV001990
NV001991,Ngo Vuong Thuy,1,8/20/1977,79301001991,Nam Dinh,704317645,CS000029,Nghien cuu,KH000003,NV001991
NV001992,Trung Minh Sang,1,10/23/1971,79301001992,Ha Giang,337763361,CS000029,Nghien cuu,KH000005,NV001992
NV001993,La Hung Duyen,0,7/17/1992,79301001993,Bac Lieu,862770386,CS000029,Nghien cuu,KH000017,NV001993
NV001994,Huynh Kim Cao,1,7/2/1985,79301001994,Binh Dinh,352028770,CS000029,Nghien cuu,KH000024,NV001994
NV001995,Quang Mai Au,0,5/13/1996,79301001995,Hau Giang,373440063,CS000029,Nghien cuu,KH000006,NV001995
NV001996,Trung Hung Ly,1,1/24/1957,79301001996,Dak Lak,902881452,CS000029,Nghien cuu,KH000020,NV001996
NV001997,Phan Hong Nhiem,0,7/8/1977,79301001997,Ninh Binh,763038784,CS000029,Nghien cuu,KH000021,NV001997
NV001998,Lang Dinh Chuong,0,7/23/1972,79301001998,Ninh Binh,964853303,CS000029,Nghien cuu,KH000017,NV001998
NV001999,Tran Hong Canh,0,4/8/1957,79301001999,Son La,347045448,CS000029,Nghien cuu,KH000005,NV001999
NV002000,Hinh Anh Au,0,3/13/1995,79301002000,Hai Duong,587200672,CS000029,Nghien cuu,KH000007,NV002000
NV002001,La Hieu Binh,0,5/28/1972,79301002001,Hai Duong,835510532,CS000029,Nghien cuu,KH000018,NV002001
NV002002,Huynh Dai Luan,1,5/29/1994,79301002002,Phu Yen,560762844,CS000029,Nghien cuu,KH000020,NV002002
NV002003,Tran Duc Quoc,0,9/1/1988,79301002003,Kien Giang,396343182,CS000029,Nghien cuu,KH000003,NV002003
NV002004,Ho Ha Khoi,1,12/22/1978,79301002004,Vinh Long,370706557,CS000029,Nghien cuu,KH000014,NV002004
NV002005,Ho Hung Dung,1,4/21/1966,79301002005,Ba Ria-Vung Tau,904673858,CS000029,Nghien cuu,KH000012,NV002005
NV002006,Lang Trong Sinh,0,10/23/1955,79301002006,Dong Nai,964784346,CS000030,Nghien cuu,KH000006,NV002006
NV002007,Lanh Huy Song,1,4/10/1954,79301002007,Ninh Binh,373123878,CS000030,Nghien cuu,KH000002,NV002007
