mabn,macsyt,ten,cmnd,ngsinh,sonha,duong,quan,tinh,tsbenh,tsbenhgd,diung,matkhau
BN005286,CS000006,Trung Thanh Thuong,79201005286,3/27/1953,2937,Nguyen Thai Binh,11,Dak Nong,,,,BN005286
BN005287,CS000009,Truon Vuong Kien,79201005287,8/31/1976,1586,De Tham,Kien An,Tien Giang,,,,BN005287
BN005288,CS000047,Vu Dinh Ly,79201005288,3/1/1955,1238,Nguyen Trai,Phu Nhuan,Dong Nai,,,Diazolidinyl ure,BN005288
BN005289,CS000007,Thinh Mai Cat,79201005289,11/24/1970,2380,Phan Van Truong,Cai Rang,Yen Bai,,Hoi chung Turner,,BN005289
BN005290,CS000043,Bach Ba Phe,79201005290,5/30/1988,967,Ho Tung Mau,Cam Le,Dak Lak,,Benh dong kinh ,,BN005290
BN005291,CS000024,Binh An Ly,79201005291,10/20/1996,2927,Nguyen Du,5,Kien Giang,,Hoi chung Down ,,BN005291
BN005292,CS000025,Lac Dieu Nguyen,79201005292,4/9/1962,4267,Vo Van Kiet,Hoan Kiem,Ha Giang,,Hoi chung Down ,,BN005292
BN005293,CS000045,Chung Huy Quoc,79201005293,6/1/1975,3238,Nguyen Du,5,An Giang,,,,BN005293
BN005294,CS000026,Chau Huy Hien,79201005294,6/27/1994,778,Ham Nghi,2,Bac Lieu,,,,BN005294
BN005295,CS000016,Nguyen  Ba Lieu,79201005295,5/13/1965,3726,Nguyen Du,Hai Ba Trung,Dien Bien,,Benh mau kho dong ,Quaternium,BN005295
BN005296,CS000046,Quach Xuan Chu,79201005296,9/23/1968,4134,Phan Van Truong,Kien An,Thua Thien-Hue,,,,BN005296
BN005297,CS000033,Sam Quo Tho,79201005297,11/3/1969,3111,Phan Van Truong,Binh Tan,Vinh Phuc,,,Ethylenediamine,BN005297
BN005298,CS000006,Ly Dieu Thuy,79201005298,4/16/1957,864,Bui Vien,Dong Da,Soc Trang,,,Disperse blue 106,BN005298
BN005299,CS000013,Ho Trong Boc,79201005299,1/3/1953,4126,Hai Ba Trung,8,Lang Son,,Hoi chung Turner,,BN005299
BN005300,CS000035,Pham Xuan Chu,79201005300,2/10/1985,3359,Cach Mang Thang Tam,12,Long An,,,Imidazolidinyl ure,BN005300
BN005301,CS000030,Lang Thu Vy,79201005301,2/11/1966,3893,Ham Nghi,Phu Nhuan,Kon Tum,,,Diazolidinyl ure,BN005301
BN005302,CS000034,Ho Tan Ly,79201005302,4/22/1965,3076,Dong Xuan,1,Ben Tre,,,,BN005302
BN005303,CS000007,Ly Hong Nghiem,79201005303,7/10/1992,3784,Nguyen Thai Binh,Thu Duc,Khanh Hoa,,,Quaternium,BN005303
BN005304,CS000024,Ho Thanh Va,79201005304,6/3/1978,1776,Bai Say,Long Bien,Dak Nong,,Hoi chung Turner,,BN005304
BN005305,CS000013,Vu Xuan Phe,79201005305,11/26/1988,1707,Hai Ba Trung,Cam Le,Phu Yen,,Cao huyet ap,Bacitracin,BN005305
BN005306,CS000015,Do Thai Lang,79201005306,3/11/1988,3322,Hai Ba Trung,Lien Chieu,Yen Bai,,,,BN005306
BN005307,CS000044,Quang Ngoc Duyen,79201005307,8/22/1972,1642,Pham Hong Thai,Tay Ho,Dak Lak,,Benh tim ,,BN005307
BN005308,CS000021,Pham Hoang Lieu,79201005308,6/3/1958,4585,Ly Tu Trong,Long Bien,Dak Nong,,,Ethylenediamine,BN005308
BN005309,CS000045,Hoang Tan Chuong,79201005309,7/17/1971,2768,Pham Ngu Lao,Hong Bang,Hau Giang,,,Budesonide,BN005309
BN005310,CS000004,Chung Duy Minh,79201005310,7/18/1987,821,Ho Tung Mau,Cam Le,Dak Nong,,,,BN005310
BN005311,CS000028,Chung Ha Nguyen,79201005311,1/3/1970,2110,Nguyen Trung Truc,Thanh Khe,Kien Giang,,,Hon hop cao su den ,BN005311
BN005312,CS000009,Ngo Hieu Thoa,79201005312,3/12/1955,442,Ba Trieu,Dong Da,Lang Son,,,,BN005312
BN005313,CS000040,Trung Vinh An,79201005313,9/2/1998,3441,Le Thanh Ton,11,Hau Giang,,Benh tim ,,BN005313
BN005314,CS000046,Thinh Kim Cat,79201005314,6/22/1977,4723,Bach Mai,Ngu Hanh Son,Hau Giang,,Benh mau kho dong ,,BN005314
BN005315,CS000037,Ho Thu Thuan,79201005315,11/9/1995,1049,Nam Ky Khoi Nghia,Tu Liem,Bac Kan,,,,BN005315
BN005316,CS000029,Bach An Song,79201005316,9/7/1984,4327,Truong Dinh,Hoa Vang,Quang Binh,,,,BN005316
BN005317,CS000048,Do Ha Ai,79201005317,2/13/1999,2077,Phan Chu Trinh,6,Dien Bien,,Benh mau kho dong ,Bronopol,BN005317
BN005318,CS000025,Lang Huy Luyen,79201005318,11/19/1991,937,Bui Thi Xuan,Ninh Kieu,Bac Ninh,,Benh dong kinh ,Kali diicat,BN005318
BN005319,CS000026,Thinh Vuong Va,79201005319,2/19/1959,1224,Nguyen Trai,4,Hai Duong,,,,BN005319
BN005320,CS000014,Khuong Dai Boc,79201005320,9/18/1988,2857,Nguyen Trai,O Mon,Thua Thien-Hue,,Benh mau kho dong ,Bacitracin,BN005320
BN005321,CS000034,Hoang Viet Lang,79201005321,12/27/1989,318,Le Anh Xuan,Tan Phu,Lai Chau,,,,BN005321
BN005322,CS000019,Pham Dang Hien,79201005322,5/3/1960,4210,Phan Chu Trinh,Phu Nhuan,Hoa Binh,,,,BN005322
BN005323,CS000022,Bui Kim Kien,79201005323,5/14/1994,3905,Nguyen Thai Hoc,Ha Dong ,Quang Nam,,Hoi chung Klinefelter,,BN005323
BN005324,CS000014,Nguyen  Ngoc Cao,79201005324,3/6/1955,2509,Ba Trieu,Hai Ba Trung,Binh Dinh,,Cao huyet ap,Bacitracin,BN005324
BN005325,CS000049,Tran Thanh Luong,79201005325,7/31/1991,312,Nguyen Trung Truc,O Mon,Thai Nguyen,,,,BN005325
BN005326,CS000008,Quach Thanh Quang,79201005326,5/13/1958,1384,Nguyen Trai,Binh Thanh,Dong Thap,,,,BN005326
BN005327,CS000016,Phung Thanh Lang,79201005327,2/19/1986,4272,Nam Ky Khoi Nghia,2,Quang Ngai,,,,BN005327
BN005328,CS000048,Vu Ba Sang,79201005328,1/18/1987,589,Dang Thi Nhu,Le Chan,Ha Nam,,,Imidazolidinyl ure,BN005328
BN005329,CS000036,Chu Duc Cao,79201005329,6/15/1967,2783,Truong Dinh,Cau Giay,Hung Yen,,Benh mau kho dong ,Kali diicat,BN005329
BN005330,CS000024,Bui Le Hai,79201005330,10/16/1971,869,Ham Nghi,Ngu Hanh Son,Ha Tinh,,Hoi chung Down ,,BN005330
BN005331,CS000037,Duong Le Manh,79201005331,11/27/1977,2310,Hai Ba Trung,Cau Giay,Cao Bang,,,,BN005331
BN005332,CS000048,Thinh Vinh Luan,79201005332,4/21/1963,3525,Hai Ba Trung,Thanh Xuan,Long An,,Benh dong kinh ,Mercapto hon hop,BN005332
BN005333,CS000035,Huong Quo Va,79201005333,4/22/1999,3019,Nguyen Cong Tru,Thanh Khe,Dak Nong,,,Kali diicat,BN005333
BN005334,CS000001,Pham Huy Danh,79201005334,5/26/1980,4914,Dang Tran Con,7,Ninh Thuan,,Benh bach tang,,BN005334
BN005335,CS000024,Chau Le Tho,79201005335,9/3/1998,1842,Cong Quynh ,Ninh Kieu,Binh Phuoc,,,Hon hop cao su den ,BN005335
BN005336,CS000033,Quach Thong Hanh,79201005336,2/5/1996,3295,Pho Hue,Tan Binh,Quang Ngai,,Hoi chung Klinefelter,Diazolidinyl ure,BN005336
BN005337,CS000035,Quang Tan Chinh,79201005337,6/26/1985,4565,Pho Hue,Tan Phu,Binh Thuan,,,,BN005337
BN005338,CS000045,Pham Thai Bang,79201005338,8/1/1997,1964,De La Thanh,3,Phu Yen,,,,BN005338
BN005339,CS000049,Chau Thu Khoi,79201005339,7/22/1983,4832,Hai Ba Trung,1,Bac Giang,,Hoi chung Klinefelter,Disperse blue 106,BN005339
BN005340,CS000022,La Nhu Uyen,79201005340,12/25/1995,48,Dang Tran Con,Thanh Khe,Ha Noi,,,Mercapto hon hop,BN005340
BN005341,CS000023,Truon Thanh Song,79201005341,3/16/1989,2287,Phan Boi Chau,Dong Da,Lam Dong,,,,BN005341
BN005342,CS000044,Ly Dai Loan,79201005342,11/3/1996,1441,Nguyen Trung Truc,Hong Bang,Binh Dinh,,,,BN005342
BN005343,CS000006,Huynh Vinh Tho,79201005343,7/3/1998,3236,Phan Chu Trinh,Lien Chieu,Cao Bang,,,,BN005343
BN005344,CS000033,Lang Dai Cung,79201005344,3/18/1958,1452,Ho Tung Mau,Son Tra,Ba Ria-Vung Tau,,Hoi chung Turner,,BN005344
BN005345,CS000045,Chu Le Luong,79201005345,2/22/1975,4988,Pham Ngu Lao,2,Kon Tum,,Benh mu mau ,,BN005345
BN005346,CS000050,Nguyen  Thu Lang,79201005346,5/4/1955,1523,Vo Van Kiet,Duong Kinh,Quang Ninh,,Hoi chung Klinefelter,,BN005346
BN005347,CS000033,Pham Gia An,79201005347,2/7/1971,1000,Nguyen Du,3,Bac Giang,,,Kali diicat,BN005347
BN005348,CS000011,Do Huy Nghiem,79201005348,5/13/1996,2070,Nguyen Thien Thuat,Duong Kinh,Can Tho,,,,BN005348
BN005349,CS000034,Trung Hoang Hung,79201005349,3/13/1983,1095,Trinh Van Can,3,Thai Binh,,,Bacitracin,BN005349
BN005350,CS000017,Tran Dang Song,79201005350,9/19/1977,302,Phan Chu Trinh,7,Binh Duong,,Cao huyet ap,,BN005350
BN005351,CS000038,Huynh Hung Hong,79201005351,6/11/1998,630,Truong Dinh,Tu Liem,Thai Nguyen,,,,BN005351
BN005352,CS000022,Chu The Duyen,79201005352,6/4/1960,3653,Nguyen Du,Ha Dong ,Quang Tri,,,Disperse blue 106,BN005352
BN005353,CS000031,Chu Kim Loan,79201005353,1/18/1998,3353,Nguyen Du,Cau Giay,Lam Dong,,,Hon hop Caine,BN005353
BN005354,CS000046,Phung Hong Boc,79201005354,7/4/1959,4196,Trung Nhi,Long Bien,Lang Son,,,,BN005354
BN005355,CS000041,Bach Dai Quang,79201005355,7/2/1951,2651,Vo Van Kiet,Ha Dong ,Dak Lak,,,Ethylenediamine,BN005355
BN005356,CS000025,Quan An Cong,79201005356,9/26/1992,2393,Nguyen Chi Thanh,Son Tra,Bac Kan,,Hoi chung Down ,Mercaptobenzothiazole,BN005356
BN005357,CS000035,Le  Ngoc Binh,79201005357,5/30/1950,2707,Pham Ngu Lao,Ninh Kieu,Ha Nam,,,,BN005357
BN005358,CS000019,Sam Thanh Thuy,79201005358,2/24/1992,3539,Le Thanh Ton,4,Thua Thien-Hue,,Hoi chung Down ,,BN005358
BN005359,CS000015,Bui Dinh Phong,79201005359,11/23/1985,2740,Ho Tung Mau,Binh Thanh,Dak Lak,,Benh tim ,Ethylenediamine,BN005359
BN005360,CS000038,Duong Dang Pham,79201005360,6/11/1963,4318,Bach Mai,Kien An,Tra Vinh,,,,BN005360
BN005361,CS000049,Phung Quo Thoa,79201005361,9/9/1994,2033,Bui Vien,2,Ninh Thuan,,Hoi chung Klinefelter,,BN005361
BN005362,CS000044,Khuong Thanh Cung,79201005362,4/8/1969,3789,Nguyen Thai Hoc,Thu Duc,Lam Dong,,,,BN005362
BN005363,CS000041,Quang Phu An,79201005363,3/8/1988,1214,Pho Hue,Hoa Vang,Nghe An,,Hoi chung Klinefelter,Mercaptobenzothiazole,BN005363
BN005364,CS000019,Ly Thanh Hiep,79201005364,6/2/1986,4022,Cong Quynh ,Lien Chieu,Ca Mau,,Hoi chung Klinefelter,Hon hop Carba,BN005364
BN005365,CS000023,Khuong Mai Yen,79201005365,6/11/1975,4298,Ho Tung Mau,Tan Binh,Vinh Phuc,,,,BN005365
BN005366,CS000021,Quang Xuan Hien,79201005366,11/1/1978,4057,De La Thanh,Cai Rang,Quang Ngai,,,Ethylenediamine,BN005366
BN005367,CS000038,Hua Thu Cuc,79201005367,9/18/1999,856,Hai Ba Trung,Thanh Khe,Gia Lai,,Benh tim ,Imidazolidinyl ure,BN005367
BN005368,CS000048,Nguyen  Trong Cung,79201005368,8/11/1978,4774,De Tham,Hai An,Ninh Thuan,,,,BN005368
BN005369,CS000010,Pham Quang Kien,79201005369,1/10/1977,2996,Tran Hung Dao,Hoang Mai,Thua Thien-Hue,,,,BN005369
BN005370,CS000041,Vu The Song,79201005370,11/22/1977,2573,Phan Chu Trinh,11,Ca Mau,,,Ethylenediamine,BN005370
BN005371,CS000019,Lanh Tan Bach,79201005371,10/20/1963,3949,Trinh Van Can,Lien Chieu,Nghe An,,Benh mu mau ,Imidazolidinyl ure,BN005371
BN005372,CS000013,Phung Hoang Chu,79201005372,10/7/1992,70,Pho Hue,Hai Ba Trung,An Giang,,Benh mu mau ,,BN005372
BN005373,CS000044,Phung Dang Thi,79201005373,7/24/1999,3132,Le Anh Xuan,Hong Bang,Can Tho,,,Imidazolidinyl ure,BN005373
BN005374,CS000033,Binh Xuan Quynh,79201005374,3/31/1956,877,Dang Thi Nhu,Do Son,Vinh Long,,Hoi chung Turner,Disperse blue 106,BN005374
BN005375,CS000034,Hoang Thanh Thuy,79201005375,9/18/1996,4986,Bui Thi Xuan,11,Yen Bai,,Hoi chung Turner,Balsam của Peru,BN005375
BN005376,CS000014,Le  Vuong Cong,79201005376,4/28/1960,603,Dang Thi Nhu,Cai Rang,Gia Lai,,Cao huyet ap,,BN005376
BN005377,CS000013,Huynh Hoang Khoi,79201005377,3/21/1992,4065,Nguyen Cong Tru,Hong Bang,Binh Thuan,,,Hon hop Caine,BN005377
BN005378,CS000025,Trung Thanh Ba,79201005378,8/25/1973,3848,Phan Van Truong,Hoa Vang,Ha Nam,,,,BN005378
BN005379,CS000015,Phan Gia Sinh,79201005379,3/25/1998,58,Phan Van Truong,Hoang Mai,Ninh Thuan,,,,BN005379
BN005380,CS000047,Phi Mai Quang,79201005380,9/15/1993,136,Nguyen Du,Hai An,Bac Ninh,,Cao huyet ap,Mercaptobenzothiazole,BN005380
BN005381,CS000031,Cong Quo Hai,79201005381,1/24/1990,2988,De Tham,Phu Nhuan,Dak Lak,,,Imidazolidinyl ure,BN005381
BN005382,CS000042,Bui Ba Chanh,79201005382,2/14/1986,1275,Truong Dinh,Hoa Vang,Khanh Hoa,,Benh dong kinh ,Hon hop Caine,BN005382
BN005383,CS000048,Phuong Dai Ban,79201005383,5/5/1964,2254,Phan Van Truong,Son Tra,Tra Vinh,,Benh mau kho dong ,Imidazolidinyl ure,BN005383
BN005384,CS000021,Truon Nhu Thuan,79201005384,2/11/1967,2093,Dong Xuan,3,Ha Noi,,Benh tim ,Mercapto hon hop,BN005384
BN005385,CS000037,La Van Bang,79201005385,4/5/1953,1048,Ho Tung Mau,Hai An,Nghe An,,Hoi chung Down ,Ethylenediamine,BN005385
BN005386,CS000033,Sam Minh Va,79201005386,12/18/1977,3591,Le Loi,Go Vap,Tuyen Quang,,,,BN005386
BN005387,CS000037,Cong Hieu Lam,79201005387,6/20/1999,2627,Ham Nghi,Ba Dinh,Kon Tum,,,Hon hop Carba,BN005387
BN005388,CS000034,Duong Hoang Thuan,79201005388,9/14/1997,4592,Pham Ngu Lao,Ha Dong ,Ca Mau,,,Ethylenediamine,BN005388
BN005389,CS000032,Sam Vinh Niem,79201005389,2/15/1997,470,Le Thi Rieng,6,Dong Nai,,,,BN005389
BN005390,CS000008,Hua Thanh Hai,79201005390,1/12/1971,3480,Nguyen Thien Thuat,Le Chan,Tra Vinh,,,Diazolidinyl ure,BN005390
BN005391,CS000015,Huynh Quo Danh,79201005391,3/3/1981,741,Phan Boi Chau,Ninh Kieu,Hau Giang,,,Hon hop Caine,BN005391
BN005392,CS000018,Chung Thi Quang,79201005392,8/30/1958,2196,Ham Nghi,Hai An,Dien Bien,,,,BN005392
BN005393,CS000041,Lanh Thong An,79201005393,6/14/1952,4560,Pham Hong Thai,Do Son,Nam Dinh,,,Disperse blue 106,BN005393
BN005394,CS000048,Hinh Gia Thoa,79201005394,9/16/1991,1909,Ham Nghi,Tan Binh,Hai Duong,,,Budesonide,BN005394
BN005395,CS000019,Lac Thong Nhiem,79201005395,6/27/1958,710,Pho Hue,Go Vap,Dak Nong,,,Hon hop Caine,BN005395
BN005396,CS000035,Lanh Huy Nham,79201005396,10/22/1950,3347,Pham Hong Thai,Cam Le,Hai Phong,,Benh bach tang,Diazolidinyl ure,BN005396
BN005397,CS000006,Ngo Trong Vuong,79201005397,8/2/1951,775,Le Lai,Hai An,Phu Yen,,Benh mu mau ,,BN005397
BN005398,CS000039,Quang Trong Pham,79201005398,2/1/1965,3593,Ba Trieu,Tan Phu,Cao Bang,,Benh mu mau ,,BN005398
BN005399,CS000002,Chung Minh Vy,79201005399,4/17/1957,4672,De Tham,Ba Dinh,Ha Giang,,Benh tim ,Budesonide,BN005399
BN005400,CS000006,Truon Hoang Hong,79201005400,11/17/1998,1136,Phan Chu Trinh,Lien Chieu,Tay Ninh,,,,BN005400
BN005401,CS000039,La Mai Quoc,79201005401,7/24/1988,1082,Nguyen Thi Minh Khai,Go Vap,Long An,,Benh mau kho dong ,Mercaptobenzothiazole,BN005401
BN005402,CS000039,Dang Hieu Vinh,79201005402,3/24/1985,3704,Le Loi,Hoang Sa,Kien Giang,,,,BN005402
BN005403,CS000004,Phung Dinh Chu,79201005403,9/25/1961,3858,Nguyen Chi Thanh,6,Can Tho,,,,BN005403
BN005404,CS000010,Lang Thi Ban,79201005404,1/8/1971,1335,Nam Ky Khoi Nghia,5,Binh Phuoc,,,,BN005404
BN005405,CS000008,Cong Duc Thy,79201005405,2/4/1972,705,Phan Van Truong,Hong Bang,Binh Phuoc,,,,BN005405
BN005406,CS000033,Huong Thu Lieu,79201005406,3/24/1988,3489,Trung Trac,6,Ha Tinh,,Benh mau kho dong ,,BN005406
BN005407,CS000045,Le  An Kiet,79201005407,1/31/1982,2832,Le Anh Xuan,O Mon,Lam Dong,,,,BN005407
BN005408,CS000005,Chung Duy Lieu,79201005408,3/28/1994,672,Phan Boi Chau,Tan Binh,Ho Chi Minh,,,Hon hop Caine,BN005408
BN005409,CS000007,Do Ha Hung,79201005409,7/19/1960,1594,Pham Hong Thai,Hai Ba Trung,Tra Vinh,,,,BN005409
BN005410,CS000007,Ngo An Tho,79201005410,2/25/1991,2724,Le Lai,12,Ninh Binh,,Benh tieu duong ,Ethylenediamine,BN005410
BN005411,CS000046,Sam Ba Luong,79201005411,8/24/1987,1243,Phan Boi Chau,Son Tra,Quang Ngai,,,,BN005411
BN005412,CS000035,Pham The Sinh,79201005412,1/6/1972,474,Phan Van Truong,Hai Ba Trung,Bac Giang,,,Hon hop Carba,BN005412
BN005413,CS000032,Quang Le Danh,79201005413,2/3/1984,3519,Trung Trac,Ngo Quyen,Thua Thien-Hue,,Benh bach tang,,BN005413
BN005414,CS000039,Do Hieu Hong,79201005414,11/22/1975,1491,Truong Dinh,Binh Tan,Son La,,,Hon hop Caine,BN005414
BN005415,CS000026,Thinh Thai Ba,79201005415,5/30/1994,3554,Nguyen Thien Thuat,Hoang Sa,Phu Yen,,Benh tieu duong ,Hon hop Caine,BN005415
BN005416,CS000026,Lanh Van Hien,79201005416,4/13/1986,522,Trinh Van Can,Cai Rang,Thua Thien-Hue,,,,BN005416
BN005417,CS000016,Phung Huy Duyen,79201005417,8/17/1994,621,Le Anh Xuan,9,Tra Vinh,,Benh mau kho dong ,Bronopol,BN005417
BN005418,CS000044,Hua Thanh Nguyet,79201005418,1/16/1984,4574,Ly Tu Trong,Ha Dong ,Ninh Thuan,,,Mercaptobenzothiazole,BN005418
BN005419,CS000019,Huong Quo Hung,79201005419,10/12/1989,4115,Nguyen Du,Ba Dinh,Long An,,,Kali diicat,BN005419
BN005420,CS000045,Cong Hieu Huy,79201005420,6/28/1977,987,De Tham,9,Tra Vinh,,,,BN005420
BN005421,CS000015,Hua Vuong Thinh,79201005421,1/13/1958,2731,Dang Tran Con,Dong Da,Binh Phuoc,,Hoi chung Klinefelter,Hon hop Caine,BN005421
BN005422,CS000035,Quang Hoang An,79201005422,8/11/1985,2530,Pho Hue,Tan Phu,Binh Phuoc,,,,BN005422
BN005423,CS000003,Bach Le Hanh,79201005423,3/3/1993,1518,Le Thanh Ton,Tan Binh,Dong Nai,,,,BN005423
BN005424,CS000003,Bach Thanh Pham,79201005424,1/24/1952,3643,De La Thanh,Kien An,Hoa Binh,,Benh dong kinh ,,BN005424
BN005425,CS000047,Le  Thu Khanh,79201005425,3/18/1952,4811,Pho Hue,Le Chan,Ho Chi Minh,,,Quaternium,BN005425
BN005426,CS000004,Lac The Quyen,79201005426,8/27/1973,1733,Le Lai,Binh Thanh,Quang Ngai,,,,BN005426
BN005427,CS000035,Dang Minh Vuong,79201005427,11/9/1950,3855,Cong Quynh ,9,Vinh Phuc,,Benh tieu duong ,,BN005427
BN005428,CS000036,Bui Quang Lieu,79201005428,10/21/1954,571,Bai Say,4,Dong Thap,,Hoi chung Down ,Budesonide,BN005428
BN005429,CS000046,Lanh Anh Hai,79201005429,2/17/1985,3160,Nguyen Trung Truc,7,Hoa Binh,,Benh tieu duong ,,BN005429
BN005430,CS000002,Lang Ngoc Nguyen,79201005430,4/8/1956,1919,Phan Van Truong,11,Ninh Thuan,,Hoi chung Klinefelter,,BN005430
BN005431,CS000026,Binh Dang Hung,79201005431,10/1/1970,4750,Pham Ngu Lao,Hoan Kiem,Quang Binh,,Benh mau kho dong ,,BN005431
BN005432,CS000015,Lac Thanh Nga,79201005432,1/24/1957,679,De Tham,Ngu Hanh Son,Dong Thap,,,Hon hop cao su den ,BN005432
BN005433,CS000024,Pham Vuong Thoa,79201005433,1/3/2000,1822,Dang Tran Con,10,Quang Ngai,,Benh bach tang,Bronopol,BN005433
BN005434,CS000020,Lanh Viet Vinh,79201005434,7/14/1977,3408,De La Thanh,Cai Rang,Phu Yen,,Benh tieu duong ,,BN005434
BN005435,CS000014,Quang Dai Chinh,79201005435,11/24/1953,3290,Bai Say,Duong Kinh,Tuyen Quang,,Hoi chung Klinefelter,Hon hop cao su den ,BN005435
BN005436,CS000050,Phan Hong Hien,79201005436,12/20/1986,722,Cong Quynh ,Tan Phu,Thua Thien-Hue,,Hoi chung Klinefelter,Ethylenediamine,BN005436
BN005437,CS000015,Phan An Nghiem,79201005437,1/7/1974,3239,Phan Van Truong,Do Son,Vinh Long,,Benh tieu duong ,Hon hop cao su den ,BN005437
BN005438,CS000047,Binh Ngoc Chinh,79201005438,12/28/1975,3833,De Tham,6,Dak Lak,,,Kali diicat,BN005438
BN005439,CS000003,Hua Hong Xuyen,79201005439,3/20/1957,4418,Hai Ba Trung,Hoan Kiem,Bac Ninh,,Benh bach tang,Hon hop cao su den ,BN005439
BN005440,CS000019,Huong Thi Canh,79201005440,1/3/1956,2458,Hai Ba Trung,Cau Giay,Hau Giang,,Benh bach tang,Quaternium,BN005440
BN005441,CS000023,Hoang Quang Hung,79201005441,9/25/1995,4087,Ly Tu Trong,Tu Liem,Ba Ria-Vung Tau,,Benh mau kho dong ,,BN005441
BN005442,CS000017,Ho Dieu Xuong,79201005442,8/22/1973,1398,Bai Say,Ninh Kieu,Ba Ria-Vung Tau,,Hoi chung Klinefelter,Quaternium,BN005442
BN005443,CS000009,La Tan Thuy,79201005443,7/29/1950,4679,Vo Van Kiet,Thot Not,Thanh Hoa,,Benh tim ,,BN005443
BN005444,CS000008,Ly Dieu Thuong,79201005444,6/7/1979,2603,Nguyen Thi Minh Khai,Binh Thuy,Thai Binh,,Hoi chung Klinefelter,Hon hop Caine,BN005444
BN005445,CS000028,Hua Anh Xuyen,79201005445,1/13/1966,2612,Dong Xuan,Tan Phu,Bac Kan,,,Budesonide,BN005445
BN005446,CS000007,Hua Thai Nguyet,79201005446,4/7/1967,107,Dang Tran Con,Thu Duc,Quang Tri,,,Kali diicat,BN005446
BN005447,CS000019,Vu Trong Nhiem,79201005447,2/24/1966,696,Nguyen Thi Minh Khai,6,Kon Tum,,Benh mau kho dong ,Hon hop cao su den ,BN005447
BN005448,CS000040,Ngo Ha Phuong,79201005448,8/15/1953,3770,Bach Mai,Binh Thanh,Thua Thien-Hue,,,Mercapto hon hop,BN005448
BN005449,CS000038,Vo Thanh Nam,79201005449,5/12/1967,3398,Nguyen Thien Thuat,Tay Ho,Cao Bang,,,,BN005449
BN005450,CS000006,Quan Ba Thinh,79201005450,7/12/1987,3092,Nguyen Cong Tru,Cam Le,Quang Binh,,Hoi chung Klinefelter,,BN005450
BN005451,CS000047,Hinh Mai Thoa,79201005451,4/3/1992,1541,Cong Quynh ,Binh Tan,Soc Trang,,Cao huyet ap,,BN005451
BN005452,CS000034,Phan An Khoi,79201005452,1/25/1955,744,De Tham,Phu Nhuan,Ha Noi,,,,BN005452
BN005453,CS000006,Tran Thai Bich,79201005453,6/16/1963,1150,De Tham,8,Bac Lieu,,Hoi chung Klinefelter,,BN005453
BN005454,CS000018,Khuong Nhu Dung,79201005454,12/11/1993,831,Nguyen Du,Tu Liem,Quang Binh,,Cao huyet ap,,BN005454
BN005455,CS000018,Quan Dang Lang,79201005455,11/12/1958,3798,Pho Hue,Cam Le,Long An,,Benh mu mau ,,BN005455
BN005456,CS000047,Chau Ngoc Phong,79201005456,3/15/1987,1435,Nguyen Du,Le Chan,Bac Giang,,Benh mau kho dong ,,BN005456
BN005457,CS000028,Phi Thu Hanh,79201005457,7/19/1988,3114,Le Thi Rieng,Hai An,Dak Lak,,Hoi chung Turner,,BN005457
BN005458,CS000005,Phuong Mai Thuan,79201005458,2/13/1971,1659,Bui Vien,Cai Rang,Vinh Long,,Hoi chung Down ,Mercapto hon hop,BN005458
BN005459,CS000027,La Ngoc Xuyen,79201005459,3/17/1969,1780,Giai Phong,Hai An,Ca Mau,,Benh tim ,,BN005459
BN005460,CS000026,Quang Vinh Loan,79201005460,1/31/1976,3945,Pham Hong Thai,Duong Kinh,Thai Nguyen,,,Mercaptobenzothiazole,BN005460
BN005461,CS000023,Bach Thong Manh,79201005461,2/21/1956,2171,Pham Ngu Lao,Tu Liem,Dong Nai,,Hoi chung Down ,Disperse blue 106,BN005461
BN005462,CS000007,Lac Ha Luong,79201005462,6/4/1993,1563,Bach Mai,5,Phu Yen,,Benh mau kho dong ,Kali diicat,BN005462
BN005463,CS000048,Ngo Ngoc Uyen,79201005463,2/22/1957,233,Nam Ky Khoi Nghia,Phu Nhuan,Long An,,Cao huyet ap,,BN005463
BN005464,CS000021,Truon Vinh Hien,79201005464,5/28/1953,597,Cong Quynh ,Thanh Khe,Gia Lai,,,Bronopol,BN005464
BN005465,CS000045,Do Thanh Luyen,79201005465,2/2/1993,1516,Le Loi,Binh Thanh,Kon Tum,,,Bacitracin,BN005465
BN005466,CS000027,Phi Phu Dung,79201005466,7/30/2000,3329,Nguyen Thi Minh Khai,Hoa Vang,Ha Noi,,Hoi chung Klinefelter,Disperse blue 106,BN005466
BN005467,CS000010,Ly Ha Chinh,79201005467,9/14/1966,1628,Dang Tran Con,2,Thai Nguyen,,Hoi chung Turner,Diazolidinyl ure,BN005467
BN005468,CS000034,Pham Hong Nghia,79201005468,6/3/1985,4742,Nguyen Du,10,Ha Tinh,,Benh mau kho dong ,,BN005468
BN005469,CS000032,Vo Huy Khoa,79201005469,4/2/1970,3476,Le Thanh Ton,Phu Nhuan,Vinh Long,,,Hon hop cao su den ,BN005469
BN005470,CS000002,Do Dinh Sinh,79201005470,6/5/1980,1242,Le Thi Rieng,7,Dong Thap,,,,BN005470
BN005471,CS000037,Quach Thong Nga,79201005471,3/19/1961,3389,Phan Boi Chau,Cam Le,Dong Nai,,Hoi chung Klinefelter,Hon hop cao su den ,BN005471
